;$FILEVERSION=1.1
;$STARTTIME=46168.6396648727
;
;   Start time: 26/05/2026 15:21:07.045.0
;   Generated by PCAN-View v5.3.3.958
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  1765)    19341.3  Rx      0618  8  00 01 00 64 61 13 E4 00 
  1766)    19365.2  Rx      0626  8  6B 15 34 7F 05 16 00 00 
  1767)    19366.3  Rx      0620  8  0F 19 00 00 81 02 00 00 
  1768)    19374.3  Rx      0615  8  29 00 56 00 00 00 00 00 
  1769)    19399.2  Rx      0626  8  94 15 8D 7F 0B 16 00 00 
  1770)    19403.2  Rx      0628  8  0A 04 6F 00 20 00 00 00 
  1771)    19407.3  Rx      0610  8  08 00 7D 06 BA 06 E6 00 
  1772)    19415.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1773)    19426.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1774)    19433.2  Rx      0626  8  9F 15 5A 7F 11 16 00 00 
  1775)    19442.2  Rx      0618  8  00 01 00 64 64 13 E7 00 
  1776)    19467.2  Rx      0626  8  01 15 FE 7F 16 16 00 00 
  1777)    19501.2  Rx      0626  8  0D 15 FE 7F 1A 16 00 00 
  1778)    19508.2  Rx      0610  8  08 00 81 06 BF 06 E6 00 
  1779)    19515.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1780)    19515.6  Rx      0100  8  2B D9 FD A0 12 2A 22 A7 
  1781)    19518.6  Rx      0101  8  13 88 00 17 00 5D 5A 93 
  1782)    19521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  1783)    19524.6  Rx      0104  4  1C 03 71 49 
  1784)    19527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  1785)    19528.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1786)    19530.6  Rx      0107  8  0F A4 0F AB 0F A7 83 47 
  1787)    19533.6  Rx      0108  8  0F AE 0F AA 0F A6 82 4F 
  1788)    19535.2  Rx      0626  8  7B 15 FE 7F 2A 16 00 00 
  1789)    19536.6  Rx      0109  8  0F AD 0F A9 0F A5 83 BB 
  1790)    19539.6  Rx      010A  8  0F AC 0F A8 0F A4 43 16 
  1791)    19542.6  Rx      010B  8  0F AB 0F A7 0F AE 87 13 
  1792)    19543.3  Rx      0618  8  00 01 00 64 63 13 E7 00 
  1793)    19545.6  Rx      010C  8  0F AA 0F A6 0F AD 86 3F 
  1794)    19548.6  Rx      010D  8  0F A9 0F A5 0F AC 46 4A 
  1795)    19551.6  Rx      010E  8  0F A8 0F A4 0F AB 84 67 
  1796)    19554.3  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1797)    19554.6  Rx      010F  8  0F A7 0F AE 0F AA 47 D2 
  1798)    19557.6  Rx      0110  8  0F A6 00 00 00 00 FD 08 
  1799)    19569.3  Rx      0626  8  82 15 FE 7F 30 16 00 00 
  1800)    19603.3  Rx      0626  8  9A 15 FE 7F 37 16 00 00 
  1801)    19609.2  Rx      0610  8  08 00 86 06 C3 06 E8 00 
  1802)    19615.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1803)    19630.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  1804)    19637.2  Rx      0626  8  51 16 FE 7F 3D 16 00 00 
  1805)    19644.2  Rx      0618  8  00 01 00 64 67 13 E6 00 
  1806)    19671.3  Rx      0626  8  51 16 55 7F 43 16 00 00 
  1807)    19705.3  Rx      0626  8  DA 15 AA 7E 36 16 00 00 
  1808)    19710.2  Rx      0610  8  08 00 8A 06 C7 06 EA 00 
  1809)    19715.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1810)    19732.2  Rx      0600  8  0A 66 01 00 00 40 00 00 
  1811)    19733.3  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1812)    19739.2  Rx      0626  8  0D 16 3C 7F 38 16 00 00 
  1813)    19745.3  Rx      0618  8  00 01 00 64 67 13 F6 00 
  1814)    19773.2  Rx      0626  8  C9 16 79 7E 44 16 00 00 
  1815)    19807.2  Rx      0626  8  34 17 1D 7E 50 16 00 00 
  1816)    19811.2  Rx      0610  8  08 00 8F 06 CD 06 F4 00 
  1817)    19815.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1818)    19834.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  1819)    19841.2  Rx      0626  8  9E 17 DB 78 6B 16 00 00 
  1820)    19846.2  Rx      0618  8  00 01 00 64 58 13 07 01 
  1821)    19851.2  Rx      0625  8  00 00 00 00 32 00 00 00 
  1822)    19875.2  Rx      0626  8  09 18 5C 72 81 16 00 00 
  1823)    19909.3  Rx      0626  8  CC 17 F9 6C 8E 16 00 00 
  1824)    19911.3  Rx      0615  8  2E 00 56 00 00 00 00 00 
  1825)    19912.2  Rx      0610  8  09 00 9C 06 DA 06 08 01 
  1826)    19915.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1827)    19936.3  Rx      0600  8  0A 66 01 00 10 40 00 00 
  1828)    19943.2  Rx      0626  8  19 18 1A 67 9D 16 00 00 
  1829)    19947.2  Rx      0618  8  00 01 00 64 57 13 07 01 
  1830)    19977.3  Rx      0626  8  90 17 56 61 AF 16 00 00 
  1831)    20011.3  Rx      0626  8  A0 17 5D 5F C1 16 00 00 
  1832)    20013.2  Rx      0610  8  09 00 A9 06 E8 06 05 01 
  1833)    20015.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1834)    20038.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1835)    20045.3  Rx      0626  8  6B 17 1E 5C C6 16 00 00 
  1836)    20048.3  Rx      0618  8  00 01 00 64 6A 13 FC 00 
  1837)    20079.3  Rx      0626  8  11 17 AB 5B D1 16 00 00 
  1838)    20086.3  Rx      0615  8  2D 00 56 00 00 00 00 00 
  1839)    20113.2  Rx      0626  8  36 17 50 5B DB 16 00 00 
  1840)    20114.3  Rx      0610  8  08 00 B3 06 F2 06 FB 00 
  1841)    20115.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1842)    20140.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1843)    20147.2  Rx      0626  8  4F 17 5A 5A D0 16 00 00 
  1844)    20149.2  Rx      0618  8  00 01 00 64 6C 13 03 01 
  1845)    20160.3  Rx      0628  8  0D 04 6F 00 20 00 00 00 
  1846)    20181.2  Rx      0626  8  4A 16 A9 5B D9 16 00 00 
  1847)    20215.3  Rx      0610  8  08 00 BB 06 FA 06 F9 00 
  1848)    20215.4  Rx      0626  8  65 16 F5 5A E2 16 00 00 
  1849)    20215.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1850)    20242.3  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1851)    20249.2  Rx      0626  8  66 16 99 5B E5 16 00 00 
  1852)    20250.3  Rx      0618  8  00 01 00 64 59 13 FC 00 
  1853)    20260.3  Rx      0615  8  2B 00 56 00 00 00 00 00 
  1854)    20283.2  Rx      0626  8  7B 16 BF 5B EF 16 00 00 
  1855)    20315.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1856)    20316.2  Rx      0610  8  08 00 C1 06 01 07 FA 00 
  1857)    20317.2  Rx      0626  8  57 16 80 5C F7 16 00 00 
  1858)    20344.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1859)    20351.3  Rx      0618  8  00 01 00 64 51 13 00 01 
  1860)    20351.4  Rx      0626  8  B1 16 26 5C 02 17 00 00 
  1861)    20367.2  Rx      0620  8  10 19 00 00 81 02 00 00 
  1862)    20385.3  Rx      0626  8  34 16 D2 5B 09 17 00 00 
  1863)    20388.6  Rx      0037  3  00 00 00 
  1864)    20389.1  Rx      0030  8  07 40 00 04 00 00 00 3C 
  1865)    20415.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1866)    20417.3  Rx      0610  8  08 00 C9 06 08 07 FB 00 
  1867)    20419.2  Rx      0626  8  A9 15 2C 5B 12 17 00 00 
  1868)    20433.3  Rx      0615  8  2B 00 56 00 00 00 00 00 
  1869)    20446.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1870)    20452.3  Rx      0618  8  00 01 00 64 67 13 F6 00 
  1871)    20453.2  Rx      0626  8  C5 15 F4 5B 19 17 00 00 
  1872)    20487.2  Rx      0626  8  C7 15 9D 5C 20 17 00 00 
  1873)    20515.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1874)    20515.6  Rx      0100  8  2B D9 FD 76 12 2A DA 46 
  1875)    20518.2  Rx      0610  8  08 00 CF 06 0F 07 FA 00 
  1876)    20518.6  Rx      0101  8  13 88 00 17 00 5D 5A 93 
  1877)    20521.3  Rx      0626  8  DD 15 C9 5B 22 17 00 00 
  1878)    20521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  1879)    20524.6  Rx      0104  4  1C 03 71 49 
  1880)    20527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  1881)    20530.6  Rx      0107  8  0F A4 0F AB 0F A7 83 47 
  1882)    20533.6  Rx      0108  8  0F AE 0F AA 0F A6 82 4F 
  1883)    20536.6  Rx      0109  8  0F AD 0F A9 0F A5 83 BB 
  1884)    20539.6  Rx      010A  8  0F AC 0F A8 0F A4 43 16 
  1885)    20542.6  Rx      010B  8  0F AB 0F A7 0F AE 87 13 
  1886)    20545.6  Rx      010C  8  0F AA 0F A6 0F AD 86 3F 
  1887)    20548.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1888)    20548.6  Rx      010D  8  0F A9 0F A5 0F AC 46 4A 
  1889)    20551.6  Rx      010E  8  0F A8 0F A4 0F AB 84 67 
  1890)    20553.2  Rx      0618  8  00 01 00 64 60 13 F6 00 
  1891)    20554.6  Rx      010F  8  0F A7 0F AE 0F AA 47 D2 
  1892)    20555.2  Rx      0626  8  BA 15 CD 5B 2D 17 00 00 
  1893)    20557.6  Rx      0110  8  0F A6 00 00 00 00 FD 08 
  1894)    20589.2  Rx      0626  8  C2 15 5D 5B 36 17 00 00 
  1895)    20604.3  Rx      0615  8  2B 00 56 00 00 00 00 00 
  1896)    20615.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1897)    20619.2  Rx      0610  8  08 00 D6 06 16 07 F9 00 
  1898)    20623.3  Rx      0626  8  74 15 3E 5B 3D 17 00 00 
  1899)    20650.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1900)    20654.2  Rx      0618  8  00 01 00 64 64 13 FA 00 
  1901)    20657.2  Rx      0626  8  AC 15 B9 5C 41 17 00 00 
  1902)    20691.2  Rx      0626  8  C6 15 F5 5B 44 17 00 00 
  1903)    20715.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1904)    20720.2  Rx      0610  8  08 00 DB 06 1C 07 FA 00 
  1905)    20725.2  Rx      0626  8  BD 15 5E 5B 58 17 00 00 
  1906)    20740.3  Rx      0625  8  00 00 00 00 32 00 00 00 
  1907)    20752.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1908)    20755.2  Rx      0618  8  00 01 00 64 68 13 FB 00 
  1909)    20759.2  Rx      0626  8  9D 15 8C 5B 56 17 00 00 
  1910)    20775.3  Rx      0615  8  2B 00 56 00 00 00 00 00 
  1911)    20793.2  Rx      0626  8  8D 15 64 5A 5D 17 00 00 
  1912)    20815.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1913)    20821.2  Rx      0610  8  08 00 E1 06 21 07 FA 00 
  1914)    20827.2  Rx      0626  8  84 15 17 5B 6F 17 00 00 
  1915)    20854.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1916)    20856.3  Rx      0618  8  00 01 00 64 6A 13 FC 00 
  1917)    20861.3  Rx      0626  8  8E 15 8E 5A 67 17 00 00 
  1918)    20895.2  Rx      0626  8  96 15 AB 5A 6F 17 00 00 
  1919)    20915.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1920)    20917.2  Rx      0628  8  0A 04 6F 00 20 00 00 00 
  1921)    20922.2  Rx      0610  8  08 00 E7 06 28 07 FA 00 
  1922)    20929.2  Rx      0626  8  57 15 FD 59 71 17 00 00 
  1923)    20945.3  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1924)    20956.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1925)    20957.2  Rx      0618  8  00 01 00 64 6A 13 FA 00 
  1926)    20963.1  Rx      0626  8  59 15 20 5A 7C 17 00 00 
  1927)    20997.2  Rx      0626  8  57 15 DA 59 84 17 00 00 
  1928)    21015.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1929)    21023.2  Rx      0610  8  08 00 EC 06 2D 07 F9 00 
  1930)    21031.3  Rx      0626  8  6A 15 8E 59 89 17 00 00 
  1931)    21058.3  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1932)    21058.4  Rx      0618  8  00 01 00 64 6A 13 05 01 
  1933)    21065.2  Rx      0626  8  AF 15 81 5A 8F 17 00 00 
  1934)    21099.2  Rx      0626  8  8A 15 7A 59 8E 17 00 00 
  1935)    21113.3  Rx      0615  8  2B 00 56 00 00 00 00 00 
  1936)    21115.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1937)    21124.3  Rx      0610  8  08 00 F1 06 33 07 FC 00 
  1938)    21133.3  Rx      0626  8  2A 15 A7 58 9A 17 00 00 
  1939)    21159.2  Rx      0618  8  00 01 00 64 65 13 04 01 
  1940)    21160.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1941)    21167.2  Rx      0626  8  96 15 48 58 A1 17 00 00 
  1942)    21201.3  Rx      0626  8  4E 15 7E 58 A8 17 00 00 
  1943)    21215.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1944)    21225.2  Rx      0610  8  08 00 F7 06 38 07 FB 00 
  1945)    21235.3  Rx      0626  8  A9 15 80 56 B0 17 00 00 
  1946)    21260.3  Rx      0618  8  00 01 00 64 64 13 FC 00 
  1947)    21262.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1948)    21269.3  Rx      0626  8  A4 15 60 54 B0 17 00 00 
  1949)    21281.3  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1950)    21303.3  Rx      0626  8  3E 15 08 54 B3 17 00 00 
  1951)    21315.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1952)    21326.3  Rx      0610  8  08 00 FC 06 3E 07 FA 00 
  1953)    21337.2  Rx      0626  8  A9 15 5C 54 BD 17 00 00 
  1954)    21361.3  Rx      0618  8  00 01 00 64 66 13 FD 00 
  1955)    21364.3  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1956)    21368.2  Rx      0620  8  10 19 00 00 81 02 00 00 
  1957)    21371.2  Rx      0626  8  A6 15 57 53 C0 17 00 00 
  1958)    21405.2  Rx      0626  8  B9 15 C0 51 C3 17 00 00 
  1959)    21415.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1960)    21427.3  Rx      0610  8  08 00 00 07 42 07 FB 00 
  1961)    21439.2  Rx      0626  8  85 15 A8 51 CA 17 00 00 
  1962)    21449.3  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1963)    21462.3  Rx      0618  8  00 01 00 64 5F 13 FC 00 
  1964)    21466.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1965)    21473.2  Rx      0626  8  EA 15 30 50 CF 17 00 00 
  1966)    21507.2  Rx      0626  8  5B 16 61 4E D7 17 00 00 
  1967)    21515.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1968)    21515.6  Rx      0100  8  2B D9 FD 29 12 2A C8 76 
  1969)    21518.6  Rx      0101  8  13 88 00 17 00 5D 5A 93 
  1970)    21521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  1971)    21524.6  Rx      0104  4  1C 03 71 49 
  1972)    21527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  1973)    21528.2  Rx      0610  8  08 00 04 07 46 07 FB 00 
  1974)    21530.6  Rx      0107  8  0F A4 0F AB 0F A7 83 47 
  1975)    21533.6  Rx      0108  8  0F AE 0F AA 0F A6 82 4F 
  1976)    21536.6  Rx      0109  8  0F AD 0F A9 0F A5 83 BB 
  1977)    21539.6  Rx      010A  8  0F AC 0F A8 0F A4 43 16 
  1978)    21541.2  Rx      0626  8  44 16 7E 4E EA 17 00 00 
  1979)    21542.6  Rx      010B  8  0F AB 0F A7 0F AE 87 13 
  1980)    21545.6  Rx      010C  8  0F AA 0F A6 0F AD 86 3F 
  1981)    21548.6  Rx      010D  8  0F A9 0F A5 0F AC 46 4A 
  1982)    21551.6  Rx      010E  8  0F A8 0F A4 0F AB 84 67 
  1983)    21554.6  Rx      010F  8  0F A7 0F AE 0F AA 47 D2 
  1984)    21557.6  Rx      0110  8  0F A6 00 00 00 00 FD 08 
  1985)    21563.2  Rx      0618  8  00 01 00 64 6C 13 FB 00 
  1986)    21568.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1987)    21575.3  Rx      0626  8  A9 16 82 4E F0 17 00 00 
  1988)    21609.2  Rx      0626  8  A1 16 20 4D F1 17 00 00 
  1989)    21615.3  Rx      0615  8  2A 00 56 00 00 00 00 00 
  1990)    21615.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  1991)    21629.3  Rx      0610  8  08 00 08 07 4A 07 FC 00 
  1992)    21629.4  Rx      0625  8  00 00 00 00 32 00 00 00 
  1993)    21643.3  Rx      0626  8  70 16 26 4D F6 17 00 00 
  1994)    21664.2  Rx      0618  8  00 01 00 64 69 13 FD 00 
  1995)    21670.3  Rx      0600  8  0A 66 01 00 10 40 04 00 
  1996)    21674.2  Rx      0628  8  0D 04 6F 00 20 00 00 00 
  1997)    21677.2  Rx      0626  8  AD 16 5C 4D F8 17 00 00 
  1998)    21711.2  Rx      0626  8  CB 15 9D 4A 03 18 00 00 
  1999)    21715.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2000)    21730.2  Rx      0610  8  08 00 0D 07 4F 07 FD 00 
  2001)    21745.2  Rx      0626  8  D6 15 F2 4A 02 18 00 00 
  2002)    21765.3  Rx      0618  8  00 01 00 64 66 13 F9 00 
  2003)    21772.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2004)    21779.2  Rx      0626  8  7E 15 91 48 07 18 00 00 
  2005)    21781.3  Rx      0615  8  2A 00 56 00 00 00 00 00 
  2006)    21813.2  Rx      0626  8  79 15 F5 49 06 18 00 00 
  2007)    21815.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2008)    21831.3  Rx      0610  8  08 00 10 07 53 07 FC 00 
  2009)    21847.2  Rx      0626  8  F0 15 D5 49 0C 18 00 00 
  2010)    21866.2  Rx      0618  8  00 01 00 64 69 13 F9 00 
  2011)    21874.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2012)    21881.2  Rx      0626  8  77 15 01 48 10 18 00 00 
  2013)    21915.3  Rx      0626  8  68 15 D8 44 0D 18 00 00 
  2014)    21915.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2015)    21932.2  Rx      0610  8  08 00 14 07 57 07 FF 00 
  2016)    21947.3  Rx      0615  8  2A 00 56 00 00 00 00 00 
  2017)    21949.2  Rx      0626  8  B8 15 CC 41 0D 18 00 00 
  2018)    21967.2  Rx      0618  8  00 01 00 64 5B 13 00 01 
  2019)    21976.3  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2020)    21983.3  Rx      0626  8  A5 15 B5 3C 14 18 00 00 
  2021)    22015.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2022)    22017.3  Rx      0626  8  A3 15 1A 36 18 18 00 00 
  2023)    22033.3  Rx      0610  8  08 00 18 07 5B 07 01 01 
  2024)    22051.2  Rx      0626  8  D2 15 1E 34 1E 18 00 00 
  2025)    22068.3  Rx      0618  8  00 01 00 64 5A 13 FF 00 
  2026)    22078.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2027)    22085.2  Rx      0626  8  08 16 90 32 1F 18 00 00 
  2028)    22112.3  Rx      0615  8  2B 00 56 00 00 00 00 00 
  2029)    22115.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2030)    22119.3  Rx      0626  8  16 16 08 2F 28 18 00 00 
  2031)    22134.3  Rx      0610  8  08 00 1C 07 5F 07 01 01 
  2032)    22153.2  Rx      0626  8  82 16 0B 2D 2C 18 00 00 
  2033)    22169.3  Rx      0618  8  00 01 00 64 55 13 04 01 
  2034)    22180.3  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2035)    22187.2  Rx      0626  8  6F 16 F6 2D 3E 18 00 00 
  2036)    22215.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2037)    22221.3  Rx      0626  8  35 16 5D 2E 3E 18 00 00 
  2038)    22235.2  Rx      0610  8  08 00 20 07 62 07 FB 00 
  2039)    22255.3  Rx      0626  8  23 15 57 2D 42 18 00 00 
  2040)    22270.3  Rx      0618  8  00 01 00 64 6A 13 04 01 
  2041)    22276.3  Rx      0615  8  29 00 56 00 00 00 00 00 
  2042)    22282.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2043)    22289.3  Rx      0626  8  2D 15 53 2D 40 18 00 00 
  2044)    22315.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2045)    22323.3  Rx      0626  8  63 15 EE 2C 43 18 00 00 
  2046)    22336.2  Rx      0610  8  08 00 21 07 64 07 FA 00 
  2047)    22357.3  Rx      0626  8  3E 15 11 2D 46 18 00 00 
  2048)    22369.2  Rx      0620  8  11 19 00 00 81 02 00 00 
  2049)    22371.3  Rx      0618  8  00 01 00 64 60 13 FA 00 
  2050)    22384.3  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2051)    22387.2  Rx      0037  3  00 00 00 
  2052)    22387.7  Rx      0030  8  07 40 00 04 00 00 00 3D 
  2053)    22391.3  Rx      0626  8  C1 14 AC 2B 43 18 00 00 
  2054)    22415.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2055)    22425.3  Rx      0626  8  EF 14 6B 2C 38 18 00 00 
  2056)    22431.2  Rx      0628  8  10 04 6F 00 20 00 00 00 
  2057)    22437.2  Rx      0610  8  08 00 23 07 66 07 FA 00 
  2058)    22441.3  Rx      0615  8  29 00 56 00 00 00 00 00 
  2059)    22459.2  Rx      0626  8  D9 14 1E 2C 32 18 00 00 
  2060)    22472.3  Rx      0618  8  00 01 00 64 65 13 FB 00 
  2061)    22486.3  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2062)    22493.2  Rx      0626  8  8C 14 9E 2A 3B 18 00 00 
  2063)    22515.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2064)    22515.6  Rx      0100  8  2B D9 FC BF 12 2A 18 97 
  2065)    22518.3  Rx      0625  8  00 00 00 00 32 00 00 00 
  2066)    22518.6  Rx      0101  8  13 88 00 17 00 5D 5A 93 
  2067)    22521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  2068)    22524.6  Rx      0104  4  1C 03 71 49 
  2069)    22527.2  Rx      0626  8  19 15 7D 27 3B 18 00 00 
  2070)    22527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  2071)    22530.6  Rx      0107  8  0F A4 0F AB 0F A7 83 47 
  2072)    22533.6  Rx      0108  8  0F AE 0F AA 0F A6 82 4F 
  2073)    22536.6  Rx      0109  8  0F AD 0F A9 0F A5 83 BB 
  2074)    22538.2  Rx      0610  8  08 00 24 07 67 07 FB 00 
  2075)    22539.6  Rx      010A  8  0F AC 0F A8 0F A4 43 16 
  2076)    22542.6  Rx      010B  8  0F AB 0F A7 0F AE 87 13 
  2077)    22545.6  Rx      010C  8  0F AA 0F A6 0F AD 86 3F 
  2078)    22548.6  Rx      010D  8  0F A9 0F A5 0F AC 46 4A 
  2079)    22551.6  Rx      010E  8  0F A8 0F A4 0F AB 84 67 
  2080)    22554.6  Rx      010F  8  0F A7 0F AE 0F AA 47 D2 
  2081)    22557.6  Rx      0110  8  0F A6 00 00 00 00 FD 08 
  2082)    22561.3  Rx      0626  8  23 15 CC 24 3E 18 00 00 
  2083)    22573.2  Rx      0618  8  00 01 00 64 68 13 F4 00 
  2084)    22588.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2085)    22595.3  Rx      0626  8  D2 15 4A 22 41 18 00 00 
  2086)    22604.3  Rx      0615  8  29 00 56 00 00 00 00 00 
  2087)    22615.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2088)    22629.3  Rx      0626  8  61 16 A6 21 43 18 00 00 
  2089)    22639.2  Rx      0610  8  08 00 25 07 68 07 FB 00 
  2090)    22663.2  Rx      0626  8  D1 15 19 23 51 18 00 00 
  2091)    22674.2  Rx      0618  8  00 01 00 64 52 13 FF 00 
  2092)    22690.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2093)    22697.2  Rx      0626  8  92 15 10 23 54 18 00 00 
  2094)    22715.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2095)    22731.2  Rx      0626  8  D2 14 F6 21 59 18 00 00 
  2096)    22740.2  Rx      0610  8  08 00 26 07 6A 07 F8 00 
  2097)    22765.2  Rx      0626  8  73 15 2E 23 50 18 00 00 
  2098)    22768.3  Rx      0615  8  29 00 56 00 00 00 00 00 
  2099)    22775.3  Rx      0618  8  00 01 00 64 55 13 FB 00 
  2100)    22792.3  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2101)    22799.3  Rx      0626  8  22 15 F2 24 51 18 00 00 
  2102)    22815.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2103)    22833.2  Rx      0626  8  82 14 A6 24 52 18 00 00 
  2104)    22841.2  Rx      0610  8  08 00 27 07 6A 07 F8 00 
  2105)    22867.2  Rx      0626  8  AB 14 4D 23 51 18 00 00 
  2106)    22876.3  Rx      0618  8  00 01 00 64 67 13 03 01 
  2107)    22894.2  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2108)    22901.2  Rx      0626  8  D6 14 07 24 48 18 00 00 
  2109)    22915.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2110)    22932.2  Rx      0615  8  29 00 56 00 00 00 00 00 
  2111)    22935.2  Rx      0626  8  E3 14 04 25 45 18 00 00 
  2112)    22942.3  Rx      0610  8  08 00 28 07 6C 07 FA 00 
  2113)    22969.2  Rx      0626  8  C1 14 DF 23 48 18 00 00 
  2114)    22977.3  Rx      0618  8  00 01 00 64 63 13 FE 00 
  2115)    22996.3  Rx      0600  8  0A 66 01 00 10 40 04 00 
  2116)    23003.2  Rx      0626  8  1F 15 29 22 4A 18 00 00 
  2117)    23015.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2118)    23037.3  Rx      0626  8  59 15 7B 21 54 18 00 00 
  2119)    23043.3  Rx      0610  8  08 00 29 07 6D 07 FB 00 
  2120)    23071.2  Rx      0626  8  0A 16 26 22 61 18 00 00 
  2121)    23078.2  Rx      0618  8  00 01 00 64 61 13 FA 00 
  2122)    23095.3  Rx      0615  8  29 00 56 00 00 00 00 00 
  2123)    23098.2  Rx      0600  8  0A 66 01 00 10 40 00 00 
  2124)    23105.3  Rx      0626  8  AD 15 BB 21 65 18 00 00 
  2125)    23115.6  Rx  1839F380  8  01 1B 22 1E 08 07 00 AC 
  2126)    23139.3  Rx      0626  8  02 16 C6 22 69 18 00 00 
