;$FILEVERSION=1.1
;$STARTTIME=46168.6396648727
;
;   Start time: 26/05/2026 15:21:07.045.0
;   Generated by PCAN-View v5.3.3.958
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  2928)    31729.1  Rx      0610  8  04 00 27 02 3C 02 28 00 
  2929)    31741.0  Rx      0626  8  0F 0B FE 7F 3D 07 00 00 
  2930)    31764.1  Rx      0618  8  00 01 00 64 93 13 27 00 
  2931)    31768.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2932)    31775.0  Rx      0626  8  10 0B FE 7F 3D 07 00 00 
  2933)    31784.1  Rx      0615  8  16 00 56 00 00 00 00 00 
  2934)    31809.0  Rx      0626  8  13 0B FE 7F 2C 07 00 00 
  2935)    31815.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2936)    31830.0  Rx      0610  8  04 00 20 02 34 02 27 00 
  2937)    31843.0  Rx      0626  8  16 0B FE 7F 24 07 00 00 
  2938)    31865.0  Rx      0618  8  00 01 00 64 A0 13 27 00 
  2939)    31870.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2940)    31877.0  Rx      0626  8  1C 0B FE 7F 27 07 00 00 
  2941)    31911.0  Rx      0626  8  17 0B FE 7F 10 07 00 00 
  2942)    31915.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2943)    31931.0  Rx      0610  8  04 00 18 02 2C 02 27 00 
  2944)    31945.0  Rx      0626  8  0E 0B FE 7F 12 07 00 00 
  2945)    31966.0  Rx      0618  8  00 01 00 64 97 13 26 00 
  2946)    31972.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2947)    31979.1  Rx      0626  8  13 0B FE 7F 05 07 00 00 
  2948)    32013.1  Rx      0626  8  12 0B FE 7F F6 06 00 00 
  2949)    32015.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2950)    32032.1  Rx      0610  8  04 00 11 02 24 02 26 00 
  2951)    32047.0  Rx      0626  8  22 0B FE 7F FF 06 00 00 
  2952)    32067.1  Rx      0618  8  00 01 00 64 A3 13 26 00 
  2953)    32074.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2954)    32081.0  Rx      0626  8  17 0B FE 7F E7 06 00 00 
  2955)    32115.1  Rx      0626  8  12 0B FE 7F E7 06 00 00 
  2956)    32115.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2957)    32133.1  Rx      0610  8  04 00 0A 02 1D 02 26 00 
  2958)    32149.1  Rx      0626  8  1A 0B FE 7F DA 06 00 00 
  2959)    32168.1  Rx      0618  8  00 01 00 64 93 13 25 00 
  2960)    32176.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2961)    32183.1  Rx      0626  8  10 0B FE 7F D2 06 00 00 
  2962)    32215.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2963)    32217.0  Rx      0626  8  14 0B FE 7F D5 06 00 00 
  2964)    32234.0  Rx      0610  8  04 00 03 02 16 02 25 00 
  2965)    32251.0  Rx      0626  8  14 0B FE 7F C3 06 00 00 
  2966)    32269.0  Rx      0618  8  00 01 00 64 8F 13 25 00 
  2967)    32272.0  Rx      0628  8  0D 04 6F 00 21 00 00 00 
  2968)    32278.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2969)    32285.0  Rx      0626  8  11 0B FE 7F C8 06 00 00 
  2970)    32297.1  Rx      0625  8  00 00 00 00 32 00 00 00 
  2971)    32315.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2972)    32319.1  Rx      0626  8  1A 0B FE 7F B2 06 00 00 
  2973)    32335.1  Rx      0610  8  04 00 FC 01 0F 02 25 00 
  2974)    32353.0  Rx      0626  8  1B 0B FE 7F B4 06 00 00 
  2975)    32359.1  Rx      0615  8  16 00 56 00 00 00 00 00 
  2976)    32370.0  Rx      0618  8  00 01 00 64 94 13 24 00 
  2977)    32379.1  Rx      0620  8  14 19 00 00 82 02 00 00 
  2978)    32380.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2979)    32387.0  Rx      0626  8  0F 0B FE 7F A6 06 00 00 
  2980)    32389.0  Rx      0037  3  00 00 00 
  2981)    32389.5  Rx      0030  8  07 40 00 04 00 00 00 42 
  2982)    32415.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2983)    32421.0  Rx      0626  8  14 0B FE 7F 9D 06 00 00 
  2984)    32436.0  Rx      0610  8  04 00 F6 01 08 02 24 00 
  2985)    32455.0  Rx      0626  8  18 0B FE 7F A0 06 00 00 
  2986)    32471.0  Rx      0618  8  00 01 00 64 A3 13 24 00 
  2987)    32482.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  2988)    32489.1  Rx      0626  8  14 0B FE 7F 8F 06 00 00 
  2989)    32515.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  2990)    32515.6  Rx      0100  8  2B 90 F9 0E 11 C6 40 1B 
  2991)    32518.6  Rx      0101  8  13 88 00 17 00 5B 58 13 
  2992)    32521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  2993)    32523.0  Rx      0626  8  11 0B FE 7F 93 06 00 00 
  2994)    32524.6  Rx      0104  4  1C 03 71 49 
  2995)    32527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  2996)    32530.6  Rx      0107  8  0F 8A 0F 91 0F 8D 57 0E 
  2997)    32533.6  Rx      0108  8  0F 94 0F 90 0F 8C 55 36 
  2998)    32536.6  Rx      0109  8  0F 93 0F 8F 0F 8B 91 F3 
  2999)    32537.1  Rx      0610  8  04 00 F0 01 02 02 24 00 
  3000)    32539.6  Rx      010A  8  0F 92 0F 8E 0F 8A 51 5E 
  3001)    32542.6  Rx      010B  8  0F 91 0F 8D 0F 94 59 6A 
  3002)    32545.6  Rx      010C  8  0F 90 0F 8C 0F 93 9B 47 
  3003)    32548.6  Rx      010D  8  0F 8F 0F 8B 0F 92 58 A2 
  3004)    32551.6  Rx      010E  8  0F 8E 0F 8A 0F 91 59 8E 
  3005)    32554.6  Rx      010F  8  0F 8D 0F 94 0F 90 9F 6B 
  3006)    32557.0  Rx      0626  8  15 0B FE 7F 80 06 00 00 
  3007)    32557.6  Rx      0110  8  0F 8C 00 00 00 00 3B 11 
  3008)    32572.0  Rx      0618  8  00 01 00 64 96 13 23 00 
  3009)    32584.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3010)    32591.0  Rx      0626  8  16 0B FE 7F 80 06 00 00 
  3011)    32615.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3012)    32625.0  Rx      0626  8  1C 0B FE 7F 74 06 00 00 
  3013)    32638.1  Rx      0610  8  04 00 E9 01 FB 01 23 00 
  3014)    32659.0  Rx      0626  8  12 0B FE 7F 74 06 00 00 
  3015)    32673.0  Rx      0618  8  00 01 00 64 99 13 23 00 
  3016)    32686.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3017)    32693.0  Rx      0626  8  0F 0B FE 7F 69 06 00 00 
  3018)    32715.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3019)    32727.0  Rx      0626  8  0F 0B FE 7F 5E 06 00 00 
  3020)    32739.0  Rx      0610  8  04 00 E3 01 F5 01 23 00 
  3021)    32761.0  Rx      0626  8  1B 0B FE 7F 62 06 00 00 
  3022)    32774.0  Rx      0618  8  00 01 00 64 95 13 22 00 
  3023)    32788.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3024)    32795.1  Rx      0626  8  0B 0B FE 7F 51 06 00 00 
  3025)    32815.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3026)    32829.0  Rx      0626  8  0E 0B FE 7F 58 06 00 00 
  3027)    32840.0  Rx      0610  8  04 00 DE 01 EF 01 22 00 
  3028)    32863.1  Rx      0626  8  12 0B FE 7F 48 06 00 00 
  3029)    32875.0  Rx      0618  8  00 01 00 64 97 13 22 00 
  3030)    32890.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3031)    32897.0  Rx      0626  8  13 0B FE 7F 4B 06 00 00 
  3032)    32915.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3033)    32931.0  Rx      0626  8  20 0B FE 7F 3C 06 00 00 
  3034)    32941.0  Rx      0610  8  04 00 D8 01 E9 01 22 00 
  3035)    32965.0  Rx      0626  8  14 0B FE 7F 3B 06 00 00 
  3036)    32976.0  Rx      0618  8  00 01 00 64 A6 13 22 00 
  3037)    32979.1  Rx      0615  8  16 00 56 00 00 00 00 00 
  3038)    32992.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3039)    32999.1  Rx      0626  8  1B 0B FE 7F 2C 06 00 00 
  3040)    33015.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3041)    33029.1  Rx      0628  8  0A 04 6F 00 21 00 00 00 
  3042)    33033.0  Rx      0626  8  0A 0B FE 7F 2D 06 00 00 
  3043)    33042.0  Rx      0610  8  04 00 D3 01 E4 01 22 00 
  3044)    33067.1  Rx      0626  8  15 0B FE 7F 23 06 00 00 
  3045)    33077.1  Rx      0618  8  00 01 00 64 92 13 21 00 
  3046)    33094.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3047)    33101.1  Rx      0626  8  16 0B FE 7F 25 06 00 00 
  3048)    33115.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3049)    33135.0  Rx      0626  8  1C 0B FE 7F 1C 06 00 00 
  3050)    33143.0  Rx      0610  8  04 00 CE 01 DF 01 21 00 
  3051)    33169.1  Rx      0626  8  16 0B FE 7F 19 06 00 00 
  3052)    33178.0  Rx      0618  8  00 01 00 64 A2 13 21 00 
  3053)    33186.0  Rx      0625  8  00 00 00 00 32 00 00 00 
  3054)    33196.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3055)    33203.0  Rx      0626  8  13 0B FE 7F 0E 06 00 00 
  3056)    33215.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3057)    33237.1  Rx      0626  8  10 0B FE 7F 0D 06 00 00 
  3058)    33244.0  Rx      0610  8  04 00 C9 01 DA 01 21 00 
  3059)    33271.1  Rx      0626  8  13 0B FE 7F 03 06 00 00 
  3060)    33279.1  Rx      0618  8  00 01 00 64 98 13 20 00 
  3061)    33298.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3062)    33305.0  Rx      0626  8  12 0B FE 7F 03 06 00 00 
  3063)    33315.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3064)    33339.1  Rx      0626  8  18 0B FE 7F FB 05 00 00 
  3065)    33345.0  Rx      0610  8  04 00 C4 01 D5 01 21 00 
  3066)    33373.1  Rx      0626  8  13 0B FE 7F FC 05 00 00 
  3067)    33380.0  Rx      0618  8  00 01 00 64 9F 13 20 00 
  3068)    33380.2  Rx      0620  8  15 19 00 00 82 02 00 00 
  3069)    33400.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3070)    33407.0  Rx      0626  8  16 0B FE 7F F7 05 00 00 
  3071)    33415.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3072)    33441.1  Rx      0626  8  0C 0B FE 7F E6 05 00 00 
  3073)    33446.0  Rx      0610  8  04 00 C0 01 D1 01 20 00 
  3074)    33475.1  Rx      0626  8  00 0B FE 7F ED 05 00 00 
  3075)    33481.0  Rx      0618  8  00 01 00 64 A0 13 20 00 
  3076)    33502.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3077)    33509.1  Rx      0626  8  02 0B FE 7F DA 05 00 00 
  3078)    33515.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3079)    33515.6  Rx      0100  8  2B 90 F9 48 11 C6 95 FA 
  3080)    33518.6  Rx      0101  8  13 88 00 17 00 5B 58 13 
  3081)    33521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  3082)    33524.6  Rx      0104  4  1C 03 71 49 
  3083)    33527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  3084)    33530.6  Rx      0107  8  0F 8A 0F 91 0F 8D 57 0E 
  3085)    33533.6  Rx      0108  8  0F 94 0F 90 0F 8C 55 36 
  3086)    33536.6  Rx      0109  8  0F 93 0F 8F 0F 8B 91 F3 
  3087)    33539.6  Rx      010A  8  0F 92 0F 8E 0F 8A 51 5E 
  3088)    33542.6  Rx      010B  8  0F 91 0F 8D 0F 94 59 6A 
  3089)    33543.0  Rx      0626  8  07 0B FE 7F E2 05 00 00 
  3090)    33545.6  Rx      010C  8  0F 90 0F 8C 0F 93 9B 47 
  3091)    33547.0  Rx      0610  8  04 00 BB 01 CB 01 20 00 
  3092)    33548.6  Rx      010D  8  0F 8F 0F 8B 0F 92 58 A2 
  3093)    33551.6  Rx      010E  8  0F 8E 0F 8A 0F 91 59 8E 
  3094)    33554.6  Rx      010F  8  0F 8D 0F 94 0F 90 9F 6B 
  3095)    33557.6  Rx      0110  8  0F 8C 00 00 00 00 3B 11 
  3096)    33577.0  Rx      0626  8  00 0B FE 7F D0 05 00 00 
  3097)    33582.0  Rx      0618  8  00 01 00 64 99 13 1F 00 
  3098)    33604.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3099)    33611.0  Rx      0626  8  FF 0A FE 7F D7 05 00 00 
  3100)    33615.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3101)    33644.1  Rx      0615  8  15 00 56 00 00 00 00 00 
  3102)    33645.0  Rx      0626  8  03 0B FE 7F C8 05 00 00 
  3103)    33648.0  Rx      0610  8  04 00 B7 01 C7 01 1F 00 
  3104)    33679.0  Rx      0626  8  02 0B FE 7F C6 05 00 00 
  3105)    33683.1  Rx      0618  8  00 01 00 64 9A 13 1F 00 
  3106)    33706.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3107)    33713.0  Rx      0626  8  F8 0A FE 7F C5 05 00 00 
  3108)    33715.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3109)    33747.0  Rx      0626  8  F2 0A FE 7F BB 05 00 00 
  3110)    33749.0  Rx      0610  8  04 00 B2 01 C2 01 1F 00 
  3111)    33781.1  Rx      0626  8  CA 0A FE 7F B7 05 00 00 
  3112)    33784.0  Rx      0618  8  00 01 00 64 9A 13 1E 00 
  3113)    33786.1  Rx      0628  8  13 04 6F 00 21 00 00 00 
  3114)    33808.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3115)    33815.0  Rx      0626  8  93 0A FE 7F AF 05 00 00 
  3116)    33815.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3117)    33849.0  Rx      0626  8  37 0A FE 7F AA 05 00 00 
  3118)    33850.1  Rx      0610  8  04 00 AD 01 BD 01 1E 00 
  3119)    33883.0  Rx      0626  8  F7 09 FE 7F 9F 05 00 00 
  3120)    33885.0  Rx      0618  8  00 01 00 64 9A 13 1B 00 
  3121)    33910.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3122)    33915.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3123)    33917.0  Rx      0626  8  68 09 FE 7F 99 05 00 00 
  3124)    33951.0  Rx      0610  8  03 00 A5 01 B5 01 1A 00 
  3125)    33951.2  Rx      0626  8  CA 08 FE 7F 86 05 00 00 
  3126)    33985.1  Rx      0626  8  16 08 FE 7F 78 05 00 00 
  3127)    33986.0  Rx      0618  8  00 01 00 64 A4 13 15 00 
  3128)    34012.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3129)    34015.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3130)    34019.0  Rx      0626  8  75 07 FE 7F 62 05 00 00 
  3131)    34052.0  Rx      0610  8  03 00 99 01 A9 01 15 00 
  3132)    34053.1  Rx      0626  8  0C 07 FE 7F 5A 05 00 00 
  3133)    34075.1  Rx      0625  8  00 00 00 00 32 00 00 00 
  3134)    34087.1  Rx      0618  8  00 01 00 64 99 13 10 00 
  3135)    34087.2  Rx      0626  8  6D 06 FE 7F 3C 05 00 00 
  3136)    34114.1  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3137)    34115.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3138)    34121.1  Rx      0626  8  16 06 FE 7F 27 05 00 00 
  3139)    34153.1  Rx      0610  8  02 00 86 01 95 01 10 00 
  3140)    34155.1  Rx      0626  8  AC 05 FE 7F 04 05 00 00 
  3141)    34188.0  Rx      0618  8  00 01 00 64 9A 13 0D 00 
  3142)    34189.1  Rx      0626  8  5C 05 FE 7F F2 04 00 00 
  3143)    34215.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3144)    34216.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3145)    34223.0  Rx      0626  8  E4 04 FE 7F D4 04 00 00 
  3146)    34254.0  Rx      0610  8  01 00 6F 01 7D 01 0C 00 
  3147)    34257.1  Rx      0626  8  56 04 FE 7F AD 04 00 00 
  3148)    34289.0  Rx      0618  8  00 01 00 64 A4 13 09 00 
  3149)    34291.1  Rx      0626  8  0B 04 FE 7F 9E 04 00 00 
  3150)    34315.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3151)    34318.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3152)    34325.1  Rx      0626  8  A6 03 FE 7F 6C 04 00 00 
  3153)    34355.1  Rx      0610  8  01 00 55 01 62 01 08 00 
  3154)    34359.0  Rx      0626  8  67 03 FE 7F 53 04 00 00 
  3155)    34381.1  Rx      0620  8  15 19 00 00 82 02 00 00 
  3156)    34389.2  Rx      0037  3  00 00 00 
  3157)    34389.7  Rx      0030  8  07 40 00 04 00 00 00 43 
  3158)    34390.0  Rx      0618  8  00 01 00 64 A5 13 06 00 
  3159)    34393.1  Rx      0626  8  0B 03 FE 7F 3F 04 00 00 
  3160)    34415.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3161)    34418.1  Rx      0615  8  0F 00 56 00 00 00 00 00 
  3162)    34420.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3163)    34427.0  Rx      0626  8  BF 02 FE 7F 08 04 00 00 
  3164)    34456.0  Rx      0610  8  01 00 38 01 43 01 06 00 
  3165)    34461.0  Rx      0626  8  53 02 FE 7F EF 03 00 00 
  3166)    34491.1  Rx      0618  8  00 01 00 64 A1 13 03 00 
  3167)    34495.0  Rx      0626  8  E6 01 FE 7F D4 03 00 00 
  3168)    34515.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3169)    34515.6  Rx      0100  8  2B 90 F9 A2 11 C6 61 DB 
  3170)    34518.6  Rx      0101  8  13 88 00 17 00 5B 58 13 
  3171)    34521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  3172)    34522.0  Rx      0600  8  0A 66 01 00 00 40 00 00 
  3173)    34524.6  Rx      0104  4  1C 03 71 49 
  3174)    34527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  3175)    34529.1  Rx      0626  8  42 01 FE 7F 98 03 00 00 
  3176)    34530.6  Rx      0107  8  0F 8A 0F 91 0F 8D 57 0E 
  3177)    34533.6  Rx      0108  8  0F 94 0F 90 0F 8C 55 36 
  3178)    34536.6  Rx      0109  8  0F 93 0F 8F 0F 8B 91 F3 
  3179)    34539.6  Rx      010A  8  0F 92 0F 8E 0F 8A 51 5E 
  3180)    34542.6  Rx      010B  8  0F 91 0F 8D 0F 94 59 6A 
  3181)    34543.0  Rx      0628  8  0A 04 6F 00 21 00 00 00 
  3182)    34545.6  Rx      010C  8  0F 90 0F 8C 0F 93 9B 47 
  3183)    34548.6  Rx      010D  8  0F 8F 0F 8B 0F 92 58 A2 
  3184)    34551.6  Rx      010E  8  0F 8E 0F 8A 0F 91 59 8E 
  3185)    34554.6  Rx      010F  8  0F 8D 0F 94 0F 90 9F 6B 
  3186)    34557.1  Rx      0610  8  00 00 18 01 23 01 03 00 
  3187)    34557.6  Rx      0110  8  0F 8C 00 00 00 00 3B 11 
  3188)    34563.0  Rx      0626  8  E0 00 FE 7F 72 03 00 00 
  3189)    34592.0  Rx      0618  8  00 01 00 64 AE 13 01 00 
  3190)    34597.0  Rx      0626  8  8A 00 98 79 51 03 00 00 
  3191)    34615.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3192)    34624.0  Rx      0600  8  0A 64 01 00 00 50 00 00 
  3193)    34631.0  Rx      0626  8  00 00 FF 5F 29 03 00 00 
  3194)    34658.0  Rx      0610  8  00 00 F6 00 FF 00 00 00 
  3195)    34665.0  Rx      0626  8  00 00 FE 7F FB 02 00 00 
  3196)    34693.0  Rx      0618  8  00 01 00 64 A3 13 00 00 
  3197)    34699.0  Rx      0626  8  00 00 FE 7F D1 02 00 00 
  3198)    34715.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3199)    34726.0  Rx      0600  8  0A 64 01 00 00 40 00 00 
  3200)    34733.0  Rx      0626  8  00 00 FE 7F A7 02 00 00 
  3201)    34759.0  Rx      0610  8  00 00 D2 00 DA 00 00 00 
  3202)    34767.0  Rx      0626  8  00 00 FE 7F 93 02 00 00 
  3203)    34794.0  Rx      0618  8  00 01 00 64 A0 13 00 00 
  3204)    34801.0  Rx      0626  8  00 00 FE 7F 64 02 00 00 
  3205)    34815.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3206)    34827.9  Rx      0600  8  0A 64 01 00 00 40 00 00 
  3207)    34835.0  Rx      0626  8  00 00 FE 7F 37 02 00 00 
  3208)    34860.0  Rx      0610  8  00 00 AF 00 B6 00 00 00 
  3209)    34869.0  Rx      0626  8  00 00 FE 7F 09 02 00 00 
  3210)    34895.0  Rx      0618  8  00 01 00 64 9F 13 00 00 
  3211)    34903.0  Rx      0626  8  00 00 FE 7F F3 01 00 00 
  3212)    34915.6  Rx  1839F380  8  01 1C 23 1F 08 07 00 AF 
  3213)    34930.0  Rx      0600  8  0A 64 01 00 00 40 00 00 
  3214)    34937.0  Rx      0626  8  00 00 FE 7F C4 01 00 00 
  3215)    34961.0  Rx      0610  8  00 00 8E 00 94 00 00 00 
  3216)    34964.0  Rx      0625  8  00 00 00 00 32 00 00 00 
  3217)    34971.0  Rx      0626  8  00 00 FE 7F AB 01 00 00 
  3218)    34996.0  Rx      0618  8  00 01 00 64 A0 13 00 00 
  3219)    35005.0  Rx      0626  8  00 00 FE 7F 7D 01 00 00 
  3220)    35015.6  Rx  1839F380  8  01 1D 24 20 08 07 00 B2 
  3221)    35032.0  Rx      0600  8  0A 64 01 00 00 40 00 00 
  3222)    35039.0  Rx      0626  8  00 00 FE 7F 65 01 00 00 
  3223)    35062.0  Rx      0610  8  00 00 70 00 74 00 00 00 
  3224)    35073.0  Rx      0626  8  00 00 FE 7F 4A 01 00 00 
  3225)    35097.0  Rx      0618  8  00 01 00 64 A0 13 00 00 
  3226)    35107.0  Rx      0626  8  00 00 FE 7F 1B 01 00 00 
  3227)    35115.6  Rx  1839F380  8  01 1D 24 20 08 07 00 B2 
  3228)    35134.0  Rx      0600  8  0A 64 01 00 00 40 00 00 
  3229)    35141.0  Rx      0626  8  00 00 FE 7F 00 01 00 00 
  3230)    35163.0  Rx      0610  8  00 00 52 00 56 00 00 00 
  3231)    35175.0  Rx      0626  8  00 00 FE 7F E5 00 00 00 
  3232)    35198.0  Rx      0618  8  00 01 00 64 A0 13 00 00 
  3233)    35209.0  Rx      0626  8  00 00 FE 7F C5 00 00 00 
  3234)    35215.6  Rx  1839F380  8  01 1D 24 20 08 07 00 B2 
  3235)    35236.0  Rx      0600  8  0A 64 01 00 00 40 00 00 
  3236)    35243.0  Rx      0626  8  00 00 FE 7F A8 00 00 00 
  3237)    35264.0  Rx      0610  8  00 00 38 00 3A 00 00 00 
  3238)    35277.0  Rx      0626  8  00 00 FE 7F 87 00 00 00 
  3239)    35299.0  Rx      0618  8  00 01 00 64 A0 13 00 00 
  3240)    35300.0  Rx      0628  8  0A 04 6F 00 21 00 00 00 
  3241)    35311.0  Rx      0626  8  00 00 FE 7F 6B 00 00 00 
  3242)    35315.6  Rx  1839F380  8  01 1D 24 20 08 07 00 B2 
  3243)    35338.0  Rx      0600  8  0A 64 01 00 00 40 00 00 
  3244)    35345.0  Rx      0626  8  00 00 FE 7F 50 00 00 00 
  3245)    35365.0  Rx      0610  8  00 00 1E 00 1F 00 00 00 
  3246)    35379.0  Rx      0626  8  00 00 FE 7F 36 00 00 00 
  3247)    35382.0  Rx      0620  8  15 19 00 00 82 02 00 00 
  3248)    35400.0  Rx      0618  8  00 01 00 64 A2 13 00 00 
  3249)    35413.0  Rx      0626  8  00 00 FE 7F 27 00 00 00 
  3250)    35415.6  Rx  1839F380  8  01 1D 24 20 08 07 00 B2 
  3251)    35440.0  Rx      0600  8  0A 64 01 00 00 40 00 00 
  3252)    35447.0  Rx      0626  8  00 00 FE 7F 1B 00 00 00 
  3253)    35466.0  Rx      0610  8  00 00 0B 00 0C 00 00 00 
  3254)    35481.0  Rx      0626  8  00 00 FE 7F 13 00 00 00 
  3255)    35501.0  Rx      0618  8  00 01 00 64 A2 13 00 00 
  3256)    35515.0  Rx      0626  8  00 00 FE 7F 0E 00 00 00 
  3257)    35515.6  Rx  1839F380  8  01 1D 24 20 08 07 00 B2 
  3258)    35515.6  Rx      0100  8  2B 90 FA 17 11 C6 C3 CA 
  3259)    35518.6  Rx      0101  8  13 88 00 17 00 5B 58 13 
  3260)    35521.6  Rx      0102  8  00 00 00 00 00 00 1B 00 
  3261)    35524.6  Rx      0104  4  1C 03 71 49 
  3262)    35527.6  Rx      0105  8  0B B0 0B BA 0B A6 31 E4 
  3263)    35530.6  Rx      0107  8  0F 8A 0F 91 0F 8D 57 0E 
  3264)    35533.6  Rx      0108  8  0F 94 0F 90 0F 8C 55 36 
  3265)    35536.6  Rx      0109  8  0F 93 0F 8F 0F 8B 91 F3 
  3266)    35539.6  Rx      010A  8  0F 92 0F 8E 0F 8A 51 5E 
  3267)    35542.0  Rx      0600  8  0A 64 01 00 00 40 00 00 
  3268)    35542.6  Rx      010B  8  0F 91 0F 8D 0F 94 59 6A 
  3269)    35545.6  Rx      010C  8  0F 90 0F 8C 0F 93 9B 47 
  3270)    35548.6  Rx      010D  8  0F 8F 0F 8B 0F 92 58 A2 
  3271)    35549.0  Rx      0626  8  00 00 FE 7F 0A 00 00 00 
  3272)    35551.6  Rx      010E  8  0F 8E 0F 8A 0F 91 59 8E 
  3273)    35554.6  Rx      010F  8  0F 8D 0F 94 0F 90 9F 6B 
  3274)    35557.6  Rx      0110  8  0F 8C 00 00 00 00 3B 11 
  3275)    35567.0  Rx      0610  8  00 00 04 00 04 00 00 00 
  3276)    35583.0  Rx      0626  8  00 00 FE 7F 07 00 00 00 
  3277)    35602.0  Rx      0618  8  00 01 00 64 A1 13 00 00 
  3278)    35615.6  Rx  1839F380  8  01 1D 24 20 08 07 00 B2 
  3279)    35617.0  Rx      0626  8  00 00 FE 7F 05 00 00 00 
  3280)    35644.0  Rx      0600  8  0A 64 01 00 00 40 00 00 
  3281)    35651.0  Rx      0626  8  00 00 FE 7F 03 00 00 00 
  3282)    35668.0  Rx      0610  8  00 00 01 00 01 00 00 00 
  3283)    35685.0  Rx      0626  8  00 00 FE 7F 02 00 00 00 
  3284)    35703.0  Rx      0618  8  00 01 00 64 A1 13 00 00 
  3285)    35715.6  Rx  1839F380  8  01 1D 24 20 08 07 00 B2 
  3286)    35719.0  Rx      0626  8  00 00 FE 7F 01 00 00 00 
